level_0,clpA_1,clpA_10,clpA_100,clpA_101,clpA_102,clpA_103,clpA_104,clpA_105,clpA_106,clpA_107,clpA_108,clpA_109,clpA_11,clpA_110,clpA_111,clpA_112,clpA_113,clpA_114,clpA_115,clpA_116,clpA_117,clpA_118,clpA_119,clpA_12,clpA_120,clpA_121,clpA_122,clpA_123,clpA_124,clpA_125,clpA_126,clpA_127,clpA_128,clpA_129,clpA_13,clpA_130,clpA_131,clpA_132,clpA_133,clpA_134,clpA_135,clpA_136,clpA_137,clpA_138,clpA_139,clpA_14,clpA_140,clpA_141,clpA_142,clpA_143,clpA_144,clpA_145,clpA_146,clpA_147,clpA_148,clpA_149,clpA_15,clpA_150,clpA_151,clpA_152,clpA_153,clpA_154,clpA_155,clpA_156,clpA_157,clpA_158,clpA_159,clpA_16,clpA_160,clpA_161,clpA_162,clpA_163,clpA_164,clpA_165,clpA_166,clpA_167,clpA_168,clpA_169,clpA_17,clpA_170,clpA_171,clpA_172,clpA_173,clpA_174,clpA_175,clpA_176,clpA_177,clpA_178,clpA_179,clpA_18,clpA_180,clpA_181,clpA_182,clpA_183,clpA_184,clpA_185,clpA_186,clpA_187,clpA_188,clpA_189,clpA_19,clpA_190,clpA_191,clpA_192,clpA_193,clpA_194,clpA_195,clpA_196,clpA_197,clpA_198,clpA_199,clpA_2,clpA_20,clpA_200,clpA_201,clpA_202,clpA_203,clpA_204,clpA_205,clpA_206,clpA_207,clpA_208,clpA_209,clpA_21,clpA_210,clpA_211,clpA_212,clpA_213,clpA_214,clpA_215,clpA_216,clpA_217,clpA_218,clpA_219,clpA_22,clpA_220,clpA_221,clpA_222,clpA_223,clpA_224,clpA_225,clpA_226,clpA_227,clpA_228,clpA_229,clpA_23,clpA_230,clpA_231,clpA_232,clpA_233,clpA_234,clpA_235,clpA_236,clpA_237,clpA_238,clpA_239,clpA_24,clpA_240,clpA_241,clpA_242,clpA_243,clpA_244,clpA_245,clpA_246,clpA_247,clpA_248,clpA_249,clpA_25,clpA_250,clpA_26,clpA_27,clpA_28,clpA_29,clpA_3,clpA_30,clpA_31,clpA_32,clpA_33,clpA_34,clpA_35,clpA_36,clpA_37,clpA_38,clpA_39,clpA_4,clpA_40,clpA_41,clpA_42,clpA_43,clpA_44,clpA_45,clpA_46,clpA_47,clpA_48,clpA_49,clpA_5,clpA_50,clpA_51,clpA_52,clpA_53,clpA_54,clpA_55,clpA_56,clpA_57,clpA_58,clpA_59,clpA_6,clpA_60,clpA_61,clpA_62,clpA_63,clpA_64,clpA_65,clpA_66,clpA_67,clpA_68,clpA_69,clpA_7,clpA_70,clpA_71,clpA_72,clpA_73,clpA_74,clpA_75,clpA_76,clpA_77,clpA_78,clpA_79,clpA_8,clpA_80,clpA_81,clpA_82,clpA_83,clpA_84,clpA_85,clpA_86,clpA_87,clpA_88,clpA_89,clpA_9,clpA_90,clpA_91,clpA_92,clpA_93,clpA_94,clpA_95,clpA_96,clpA_97,clpA_98,clpA_99
clpA_179,52,51,42,49,53,60,52,53,52,53,59,50,53,38,52,59,52,52,52,58,57,58,56,53,55,58,55,59,65,63,64,63,51,62,50,61,49,51,49,52,53,50,49,59,59,52,60,59,61,60,59,58,62,59,57,62,55,55,59,65,64,64,50,55,54,53,57,53,56,49,53,54,56,63,58,59,60,59,49,80,59,52,58,52,54,55,56,56,0,54,60,52,52,51,66,59,60,60,50,50,53,54,58,59,61,60,60,61,60,52,197,52,49,195,186,180,180,180,52,51,61,56,62,50,63,58,183,187,186,181,186,53,54,195,51,195,195,194,58,63,60,56,57,59,53,51,48,50,53,47,45,47,48,46,51,60,52,188,52,61,51,53,60,179,191,50,52,50,181,48,49,49,50,50,48,50,49,48,50,51,51,52,52,52,49,57,59,59,60,59,59,59,59,59,38,50,37,53,52,53,52,52,62,63,59,59,51,60,186,60,53,61,58,58,58,186,59,56,60,188,57,62,48,49,47,43,47,44,50,43,45,46,49,48,60,58,59,61,41,50,63,57,59,59,68,59,37,51,52,58
clpA_18,6,5,54,55,57,64,2,5,7,8,64,54,1,52,56,63,54,55,56,62,43,45,42,10,42,45,42,46,50,48,51,48,8,66,16,65,53,17,54,55,54,56,8,63,63,6,67,63,65,68,62,62,63,64,62,70,3,61,49,62,68,68,6,3,9,5,13,7,12,15,57,56,57,65,62,63,61,56,15,83,63,55,61,42,33,36,39,58,54,0,61,56,9,54,72,62,64,63,56,56,7,55,62,63,63,64,64,65,61,56,196,11,5,191,190,184,185,185,56,56,64,61,66,6,65,62,178,187,187,181,186,7,51,191,6,192,194,192,64,69,63,62,61,62,57,8,32,32,35,31,31,31,30,32,34,63,4,186,55,67,54,1,64,178,188,52,56,4,183,51,53,50,52,7,50,56,49,56,57,54,55,56,56,56,8,65,63,62,64,63,60,63,63,63,52,4,51,55,56,56,55,55,63,64,65,62,5,63,184,63,56,67,66,64,62,183,62,4,64,188,62,65,52,59,56,56,56,53,7,55,57,55,58,59,61,62,62,67,54,8,67,44,44,44,69,63,51,54,56,61
clpA_180,59,60,58,58,55,65,59,62,59,61,62,52,60,58,54,62,54,53,54,60,65,65,64,59,63,65,62,66,66,68,67,66,58,61,57,62,51,58,57,52,54,59,58,62,62,59,63,59,62,65,56,55,55,56,55,66,62,58,73,71,58,58,57,62,61,60,64,60,65,56,56,54,58,62,55,64,59,59,56,84,62,54,51,55,62,60,60,59,60,61,0,54,59,52,72,61,62,64,59,59,60,54,63,62,63,63,63,64,53,54,187,58,58,185,182,180,181,181,54,52,56,54,63,57,64,63,175,181,184,177,180,60,63,187,59,186,187,184,62,62,62,59,60,63,55,58,59,59,62,58,58,58,57,59,62,64,61,179,54,60,53,60,61,173,185,54,54,59,178,54,56,52,54,57,53,57,51,59,60,53,53,54,52,52,56,60,56,63,63,60,61,62,62,61,58,59,57,54,54,55,54,54,57,58,60,56,58,57,178,55,55,62,61,63,61,175,56,63,57,185,54,57,55,64,61,56,61,58,59,59,62,60,63,64,53,55,56,62,59,60,57,65,64,67,56,64,59,53,54,62
clpA_181,54,53,61,50,5,50,54,55,53,54,49,4,55,59,4,47,4,4,6,47,58,58,57,54,56,58,55,59,58,56,57,56,51,50,57,49,5,58,50,4,5,51,51,49,47,54,50,49,47,52,49,47,50,49,46,53,57,45,56,63,50,50,51,55,54,55,59,55,60,56,8,8,48,47,46,51,52,49,56,78,49,4,49,50,51,54,56,49,52,56,54,0,52,5,70,47,49,47,51,51,55,6,48,47,48,49,48,50,50,4,195,53,51,191,185,183,184,184,4,4,51,45,50,52,51,48,177,188,189,182,186,55,55,196,52,195,193,191,48,53,48,44,45,48,5,51,50,48,51,49,49,49,48,50,53,47,54,191,8,49,7,55,46,180,193,45,4,52,179,45,46,46,46,50,45,51,46,51,52,5,3,4,2,4,50,47,45,46,48,47,48,47,47,48,59,52,58,5,4,7,6,6,50,51,49,47,53,50,185,50,7,51,48,48,46,184,47,56,50,192,48,52,47,64,62,58,64,60,51,60,63,61,66,67,48,46,48,51,61,52,49,58,59,60,51,51,58,6,4,45
clpA_182,9,6,51,52,53,62,7,8,4,7,62,50,8,49,52,61,50,51,52,60,43,45,42,9,42,45,42,46,46,44,47,44,1,64,13,63,49,14,51,51,50,53,3,61,61,9,65,61,63,66,60,60,61,62,60,68,10,59,44,62,64,64,3,10,7,8,16,10,15,12,53,52,54,63,60,61,61,53,12,80,61,51,59,40,32,35,39,55,52,9,59,52,0,50,70,60,62,61,53,53,10,51,60,61,61,62,62,63,59,52,192,10,4,187,186,180,181,181,52,52,62,59,64,7,63,60,173,186,185,177,185,10,46,187,5,188,190,188,62,67,61,60,59,60,53,3,27,27,30,26,26,26,25,27,29,61,7,184,51,65,50,8,62,174,186,49,52,5,179,48,50,47,49,2,47,53,46,53,54,50,51,52,52,52,5,63,61,60,62,61,58,61,61,61,49,5,48,51,52,52,51,51,61,62,63,60,8,59,183,61,52,65,64,62,60,180,60,11,62,186,60,63,49,56,53,52,53,50,2,52,54,52,55,56,59,60,60,65,51,3,63,42,44,44,68,61,48,50,52,59
clpA_183,50,51,59,47,4,48,52,53,51,52,47,1,53,57,3,45,3,1,3,45,55,55,54,50,53,55,52,56,55,53,54,53,49,46,53,47,2,54,48,3,2,48,49,47,45,50,48,47,47,50,47,45,48,47,44,51,55,43,55,60,50,50,49,53,52,53,55,51,56,52,5,5,43,45,44,49,50,44,52,75,47,3,47,47,51,54,53,44,51,54,52,5,50,0,65,45,47,45,48,48,51,3,46,45,46,47,46,48,48,3,191,49,49,187,181,183,184,184,3,3,49,43,48,48,49,46,175,188,185,182,186,51,51,192,50,191,191,188,46,51,46,42,43,46,4,49,48,46,49,47,47,47,46,48,51,45,52,188,5,47,4,53,44,180,189,43,3,50,180,43,43,43,43,48,42,48,44,48,49,2,2,3,3,3,46,45,45,44,46,45,46,45,45,46,57,50,56,2,3,4,3,3,48,49,47,45,49,48,185,48,4,49,46,46,44,182,45,54,48,188,46,50,44,61,60,56,62,58,49,58,61,59,64,65,46,44,46,49,59,50,49,55,56,57,46,49,56,3,3,43
clpA_184,70,68,70,61,67,61,70,69,70,69,61,66,71,64,67,60,68,66,68,62,69,68,68,69,68,70,67,67,79,79,78,79,69,59,66,60,65,67,62,68,67,62,69,62,59,70,67,60,60,64,62,60,65,64,61,68,71,60,81,79,66,66,68,71,70,70,73,71,72,65,68,70,67,66,61,64,63,68,65,87,63,68,62,71,70,75,70,68,66,72,72,70,70,65,0,62,64,62,60,62,71,67,62,60,63,61,60,63,63,68,193,68,67,191,186,187,188,188,68,66,66,60,63,68,66,63,180,192,190,181,191,71,67,193,69,194,195,190,64,68,61,59,60,63,67,69,63,67,70,64,64,64,63,65,66,62,70,190,68,64,67,71,61,169,189,59,68,68,186,61,61,63,62,68,62,62,64,62,63,67,67,66,68,68,67,64,62,61,61,62,61,60,60,63,64,68,63,67,68,69,68,68,65,66,64,62,69,63,190,63,69,61,63,60,59,177,62,70,63,191,61,65,59,70,69,67,69,69,68,65,72,70,71,72,65,61,62,66,66,67,65,70,67,70,71,66,64,67,68,60
clpA_185,60,59,62,50,48,12,60,59,60,59,9,45,61,62,47,9,47,46,47,13,61,60,60,59,60,60,59,61,57,58,59,58,59,12,58,11,44,59,49,47,47,51,59,9,7,60,12,14,11,12,19,19,20,19,16,15,63,15,68,68,21,21,58,61,60,60,59,61,60,57,45,49,51,11,16,9,20,52,57,77,9,47,20,58,53,56,59,52,59,62,61,47,60,45,62,0,15,11,51,51,61,48,10,9,12,9,10,10,20,47,189,58,57,185,179,184,185,185,47,45,21,15,14,58,11,10,176,184,181,178,182,61,51,191,59,190,187,186,15,21,1,8,9,8,48,59,46,48,51,46,47,45,45,47,46,11,60,184,47,13,46,61,8,176,182,48,47,58,177,48,50,50,50,58,49,51,49,51,52,46,46,47,47,47,57,13,17,10,10,11,8,7,7,14,61,58,61,47,47,46,47,47,20,21,13,17,59,20,181,20,46,11,14,8,6,178,17,62,20,182,19,22,49,67,65,63,67,62,58,63,64,64,69,70,20,14,18,15,63,59,20,62,61,64,63,11,61,46,46,9
clpA_186,62,61,69,50,50,13,62,61,62,61,12,47,63,65,49,12,49,48,49,2,58,56,57,61,56,56,55,57,55,56,57,56,61,11,60,10,46,61,50,49,49,51,61,12,10,62,15,13,10,13,20,18,19,18,17,18,65,16,64,67,21,21,60,63,62,62,61,63,62,59,47,51,53,12,17,12,19,54,59,74,12,49,21,58,55,57,56,54,60,64,62,49,62,47,64,15,0,10,51,51,63,50,11,10,7,10,11,14,19,49,191,60,59,187,181,184,185,185,49,49,20,16,11,60,14,11,178,183,184,180,182,63,53,190,61,189,189,188,2,22,16,7,8,9,50,61,44,50,53,46,47,47,45,47,46,10,62,188,49,10,48,63,11,175,185,49,49,60,176,49,50,50,50,60,49,51,50,51,52,48,48,49,49,49,59,10,16,9,11,6,9,8,10,1,64,60,64,49,49,48,49,49,19,20,14,16,61,19,179,19,48,12,11,11,11,180,16,64,19,185,18,21,49,71,70,66,70,68,60,66,69,69,72,73,19,13,17,16,67,61,20,58,55,60,61,14,64,48,49,8
clpA_187,61,60,67,48,48,5,61,60,61,60,8,45,62,63,47,4,47,46,47,8,58,57,57,60,57,57,56,58,54,55,56,55,60,11,61,10,44,62,48,47,47,49,60,6,6,61,15,13,10,11,18,16,17,16,15,18,64,12,65,67,18,18,59,62,61,61,62,62,63,60,45,49,51,12,15,8,17,52,60,75,8,47,19,59,52,55,57,52,60,63,64,47,61,45,62,11,10,0,49,49,62,48,7,4,7,6,5,8,17,47,190,59,58,186,180,183,184,184,47,47,18,14,11,59,10,7,179,183,185,180,182,62,50,189,60,188,188,187,10,20,12,7,8,5,48,60,43,49,52,45,46,46,44,46,45,2,61,188,47,12,46,62,7,175,184,45,47,59,176,45,46,46,46,59,45,49,46,49,50,46,46,47,47,47,58,12,14,1,3,8,5,4,6,9,62,59,62,47,47,46,47,47,17,18,14,14,60,17,180,17,46,10,13,7,7,180,14,63,17,185,16,19,47,69,68,64,68,66,59,64,67,67,70,71,17,13,15,16,65,60,17,59,58,61,58,10,62,46,47,2
clpA_188,54,52,54,1,49,52,54,55,53,54,51,49,55,48,51,49,51,49,51,49,59,60,58,54,57,58,57,59,61,59,60,59,52,54,52,53,49,53,2,51,50,2,52,51,49,54,54,51,53,54,52,52,53,52,49,57,57,49,59,66,54,54,52,57,55,53,57,55,58,51,51,53,49,54,47,49,53,50,51,73,51,51,51,50,47,53,57,50,50,56,59,51,53,48,60,51,51,49,0,2,55,50,48,49,52,50,50,53,51,51,190,53,51,187,182,176,177,177,51,51,54,48,54,52,54,48,170,179,183,177,178,53,53,188,52,187,188,187,51,56,50,48,49,50,50,52,48,50,53,48,49,49,47,49,50,49,54,180,51,53,51,55,50,169,183,13,49,52,173,11,11,11,12,51,10,2,12,2,3,50,50,49,51,51,50,51,50,48,50,51,48,49,49,50,47,52,47,50,51,52,51,51,53,54,53,52,53,49,176,51,52,53,50,50,48,173,52,58,51,183,52,53,5,56,55,47,55,53,51,51,54,54,57,56,50,49,49,55,52,52,53,59,56,60,53,51,47,50,51,47
clpA_189,54,52,54,1,49,52,54,55,53,54,51,49,55,50,51,49,51,49,51,49,59,60,58,54,57,58,57,61,61,59,60,59,52,54,52,53,49,53,2,51,50,2,52,51,49,54,54,51,53,54,52,52,53,52,49,57,57,49,59,66,54,54,52,57,55,53,57,55,58,51,51,53,49,54,47,49,53,50,51,72,51,51,51,50,47,53,57,50,50,56,59,51,53,48,62,51,51,49,2,0,55,50,48,49,52,50,50,53,51,51,190,53,51,187,182,178,179,179,51,51,54,48,54,52,54,48,172,181,185,179,180,53,53,188,52,187,188,187,51,56,52,48,49,50,50,52,48,50,53,48,49,49,47,49,50,49,54,182,51,53,51,55,50,171,185,13,49,52,175,11,11,11,12,51,10,2,12,2,1,50,50,49,51,51,50,51,50,48,50,51,48,49,49,50,49,52,49,50,51,52,51,51,53,54,53,52,53,51,178,51,52,53,50,50,48,175,52,58,51,185,52,53,5,56,55,47,55,53,51,51,54,54,57,56,50,49,49,55,52,52,53,59,56,60,53,51,49,50,51,47
clpA_19,3,6,55,54,54,63,7,8,10,9,63,51,6,53,53,62,51,52,53,61,44,46,43,7,43,46,43,47,47,43,46,45,9,63,15,64,50,16,53,52,51,55,9,62,62,1,66,62,64,65,61,61,62,63,61,69,8,60,48,63,67,67,7,8,10,10,14,2,13,14,54,53,56,64,61,62,60,55,14,80,62,52,60,39,36,39,40,57,53,7,60,55,10,51,71,61,63,62,55,55,0,52,61,62,62,63,63,64,60,53,191,8,6,186,185,184,185,185,53,53,63,60,65,3,64,61,177,188,184,180,187,2,48,188,7,189,191,187,63,68,62,61,60,61,54,7,33,33,36,32,32,32,31,33,35,62,7,187,50,66,49,8,63,179,185,51,53,7,180,50,52,49,51,8,49,55,48,55,56,51,52,53,53,53,5,64,62,61,63,62,59,62,62,62,53,5,52,52,53,53,52,52,62,63,64,61,2,62,185,62,53,66,65,63,61,184,61,9,63,185,61,64,51,60,57,57,57,54,8,56,58,56,59,60,60,61,60,66,55,9,66,45,45,45,69,62,52,51,53,60
clpA_190,51,52,61,49,5,51,53,54,52,53,50,4,54,59,4,48,4,2,6,48,57,57,56,51,55,57,54,58,57,55,56,55,50,49,54,50,5,55,50,4,3,50,50,50,48,51,51,50,50,53,50,48,51,50,47,54,56,46,54,62,53,53,50,54,53,54,56,52,57,53,6,6,46,48,47,52,53,47,53,78,50,2,50,49,52,55,55,47,54,55,54,6,51,3,67,48,50,48,50,50,52,0,49,48,47,50,49,51,51,4,193,50,50,189,183,183,184,184,4,4,52,46,51,49,52,49,177,188,187,185,186,52,51,194,51,193,193,190,49,54,49,45,46,49,5,50,50,48,51,49,49,49,48,50,51,48,53,190,6,50,5,54,47,182,191,45,4,51,180,45,45,45,45,49,44,50,46,50,51,3,3,4,4,4,47,48,48,47,49,48,48,48,48,49,59,51,58,1,4,5,4,4,51,52,50,48,50,51,185,51,5,52,49,49,47,184,48,55,51,190,49,53,46,63,62,58,64,60,50,60,63,61,66,67,49,47,49,52,61,51,52,57,58,59,48,52,58,4,4,46
clpA_191,60,59,64,47,49,8,60,59,60,59,5,46,61,60,48,7,48,47,48,9,57,57,56,59,56,57,56,58,53,54,54,54,59,10,58,9,45,59,47,48,48,48,59,7,3,60,12,12,9,8,17,15,16,15,14,15,63,11,64,67,16,16,58,61,60,60,59,61,60,57,46,50,50,9,14,5,16,51,57,76,3,48,18,56,51,54,56,51,58,62,63,48,60,46,62,10,11,7,48,48,61,49,0,5,10,5,4,7,16,48,192,58,57,188,181,182,183,183,48,46,17,13,10,58,9,2,180,182,184,180,181,61,51,192,59,191,190,189,11,19,11,6,7,6,49,59,43,49,52,45,46,46,44,46,45,7,60,188,48,11,47,61,6,176,184,46,48,58,177,46,47,47,47,58,46,48,47,48,49,47,47,48,48,48,57,9,13,6,6,9,6,3,5,10,59,58,59,48,48,47,48,48,16,17,11,13,59,14,179,16,47,7,10,4,6,181,13,62,16,184,15,18,46,66,65,61,65,63,58,61,64,64,67,68,16,10,14,13,62,59,15,58,57,60,62,5,59,47,48,5
clpA_192,61,60,65,48,48,3,61,60,61,60,6,45,62,61,47,2,47,46,47,8,56,55,55,60,55,55,54,56,52,53,54,53,60,9,61,8,44,62,48,47,47,49,60,2,4,61,13,11,8,9,16,14,15,14,13,16,64,10,65,66,16,16,59,62,61,61,62,62,63,60,45,49,49,10,13,6,15,48,60,75,4,47,17,57,52,55,55,50,59,63,62,47,61,45,60,9,10,4,49,49,62,48,5,0,9,2,1,4,15,47,187,59,58,183,177,182,183,183,47,45,16,12,9,59,6,5,178,181,184,179,180,62,50,188,60,187,185,184,10,16,10,5,6,5,48,60,43,49,52,45,46,46,44,46,45,4,61,185,47,10,46,62,5,174,184,47,47,59,175,47,48,48,48,59,47,49,48,49,50,46,46,47,47,47,58,10,12,3,1,8,5,2,4,9,60,59,60,47,47,46,47,47,15,16,12,12,60,15,178,15,46,8,11,5,3,179,12,63,15,184,14,17,47,67,66,62,66,64,59,62,65,65,68,69,15,11,13,14,63,60,15,57,56,59,61,8,60,46,47,2
clpA_193,61,60,68,51,49,10,61,60,61,60,11,46,62,66,48,9,48,47,48,5,59,58,58,60,58,58,57,59,57,58,59,58,60,10,59,9,45,60,51,48,48,52,60,11,9,61,12,12,9,12,19,17,18,17,16,15,64,15,65,68,20,20,59,62,61,61,60,62,61,58,44,48,50,9,16,11,18,51,58,74,11,46,20,60,54,57,58,51,61,63,63,48,61,46,63,12,7,7,52,52,62,47,10,9,0,9,10,12,18,48,190,59,58,186,180,185,186,186,48,48,19,15,10,59,13,10,179,183,183,179,181,62,51,190,60,189,188,187,7,21,13,8,9,8,49,60,44,50,53,46,47,47,45,47,44,7,61,188,46,11,45,62,10,175,184,48,48,59,176,48,49,49,49,59,48,52,49,52,53,45,47,48,48,48,58,11,15,6,8,3,8,7,9,6,65,59,65,46,48,45,46,46,18,19,13,15,60,18,180,18,45,11,12,10,10,179,15,63,18,185,17,20,50,70,69,67,71,67,59,67,68,68,73,74,18,12,16,15,68,60,19,60,57,62,60,13,65,45,48,7
clpA_194,62,61,66,49,50,5,62,61,62,61,6,47,63,62,49,4,49,48,49,8,57,56,56,61,56,56,55,57,53,54,55,54,61,9,60,8,46,61,49,49,49,50,61,4,4,62,13,10,8,9,18,16,17,16,15,16,65,12,66,66,18,18,60,63,62,62,61,63,62,59,47,51,49,10,15,6,17,48,59,75,4,49,19,58,53,56,56,50,60,64,63,49,62,47,61,9,10,6,50,50,63,50,5,2,9,0,3,6,17,49,189,60,59,185,179,182,183,183,49,47,18,14,9,60,6,5,178,182,182,179,181,63,51,190,61,189,187,186,10,18,10,5,6,5,50,61,43,49,52,45,46,46,44,46,45,6,62,187,49,10,48,63,5,175,182,48,49,60,177,48,49,49,49,60,48,50,49,50,51,48,48,49,49,49,59,10,14,5,3,8,5,2,4,9,61,60,61,49,49,48,49,49,17,18,12,14,61,17,179,17,48,8,11,5,3,180,14,64,17,182,16,19,48,68,67,63,67,65,60,63,66,66,69,70,17,11,15,14,64,61,17,58,57,60,63,8,61,48,49,4
clpA_195,62,61,66,49,49,4,62,61,62,61,5,46,63,62,48,3,48,47,48,9,57,56,56,61,56,56,55,57,53,54,54,54,61,10,62,9,45,63,49,48,48,50,61,3,3,62,14,12,9,8,17,15,16,15,14,17,65,11,66,67,16,16,60,63,62,62,63,63,64,61,46,50,50,11,14,7,16,49,61,76,3,48,18,56,53,56,56,51,60,64,63,48,62,46,60,10,11,5,50,50,63,49,4,1,10,3,0,3,16,48,188,60,59,184,177,182,183,183,48,46,17,13,10,60,7,6,178,181,184,178,180,63,51,189,61,188,186,185,11,17,11,6,7,6,49,61,43,49,52,45,46,46,44,46,45,5,62,185,48,11,47,63,6,174,184,48,48,60,176,48,49,49,49,60,48,50,49,50,51,47,47,48,48,48,59,11,13,4,2,9,6,3,5,10,61,60,61,48,48,47,48,48,16,17,13,13,61,16,178,16,47,7,12,4,4,179,13,64,16,184,15,18,48,68,67,63,67,65,60,63,66,66,69,70,16,12,14,15,64,61,15,58,57,60,62,9,61,47,48,3
clpA_196,63,62,66,52,51,7,63,62,63,62,8,48,64,65,50,6,50,49,50,12,60,59,59,62,59,59,58,60,56,57,57,57,62,13,63,12,47,64,52,50,50,53,62,2,6,63,16,15,12,11,20,18,19,18,17,19,66,14,68,70,19,19,61,64,63,63,64,64,65,62,48,52,52,13,17,8,19,51,62,77,4,50,21,57,54,57,58,53,61,65,64,50,63,48,63,10,14,8,53,53,64,51,7,4,12,6,3,0,19,50,187,61,60,183,176,181,182,182,50,48,20,16,13,61,8,9,179,182,182,177,180,64,52,189,62,188,185,184,14,20,11,9,10,7,51,62,44,50,53,46,47,47,45,47,46,8,63,186,50,14,49,64,9,177,183,51,50,61,175,51,52,52,52,61,51,53,52,53,54,49,49,50,50,50,60,14,16,7,5,11,7,6,8,13,64,61,64,50,50,49,50,50,19,20,16,16,62,19,179,19,49,10,15,7,7,181,16,65,19,183,18,21,51,70,69,66,70,66,61,66,68,68,72,73,19,15,17,18,66,62,18,61,60,63,65,8,64,49,50,6
clpA_197,59,58,65,50,51,18,59,58,59,58,15,48,60,61,50,17,50,49,50,17,61,60,60,58,60,60,59,61,57,58,59,58,58,16,57,15,47,58,50,48,50,51,58,17,15,59,18,18,15,18,7,5,6,5,8,21,62,11,68,65,12,12,57,62,59,59,62,60,63,56,50,50,49,17,8,19,8,50,56,75,17,50,2,58,55,55,60,50,60,61,53,50,59,48,63,20,19,17,51,51,60,51,16,15,18,17,16,19,0,50,189,57,56,187,182,180,181,181,50,48,7,7,18,57,21,16,181,186,186,182,185,60,57,187,58,186,187,186,19,13,21,14,15,18,51,58,50,54,57,50,51,51,49,51,52,17,59,184,50,17,49,60,14,176,186,51,50,57,174,51,52,48,50,57,49,51,48,51,52,49,49,50,50,50,56,15,7,16,16,17,18,15,15,18,60,57,60,50,50,51,50,50,8,9,17,5,58,6,183,4,49,17,16,16,16,181,5,63,6,186,5,6,49,68,66,62,66,64,57,62,65,65,68,69,4,6,8,19,63,58,11,62,59,64,60,19,60,49,50,15
clpA_198,52,53,61,50,3,50,54,55,53,54,49,2,55,59,2,47,2,2,4,47,57,57,56,52,55,57,54,58,57,55,56,55,51,48,55,49,3,56,50,2,3,51,51,49,47,52,50,49,49,52,49,47,50,49,46,53,57,45,56,63,52,52,51,55,54,55,57,53,58,54,6,6,44,47,46,51,52,45,54,77,49,2,49,49,53,56,55,45,52,56,54,4,52,3,68,47,49,47,51,51,53,4,48,47,48,49,48,50,50,0,192,51,51,188,182,182,183,183,2,2,51,45,50,50,49,48,176,187,186,183,185,53,53,193,52,192,192,189,48,53,48,44,45,48,3,51,50,48,51,49,49,49,48,50,53,47,54,189,6,49,5,55,46,181,190,45,2,52,178,45,46,46,46,50,45,51,46,51,52,3,1,2,2,2,48,47,47,46,48,47,48,47,47,48,59,52,58,3,2,5,4,4,50,51,47,47,51,50,184,50,5,51,48,48,46,183,47,56,50,189,48,52,47,64,62,58,64,60,51,60,63,61,66,67,48,46,48,49,61,52,51,57,58,59,49,49,58,4,2,45
clpA_199,192,192,193,189,192,188,195,192,194,192,189,191,196,192,192,188,192,192,191,190,191,190,191,190,191,189,190,191,182,182,184,183,192,189,191,190,191,190,189,191,192,190,193,186,189,192,189,192,190,190,186,188,186,188,188,191,196,188,191,191,191,193,191,195,192,195,198,192,197,190,190,191,184,189,190,192,189,183,190,193,190,193,188,186,193,193,192,185,197,196,187,195,192,191,193,189,191,190,190,190,191,193,192,187,190,189,188,187,189,192,0,189,192,5,18,111,112,111,193,191,187,189,190,191,190,190,98,112,94,95,109,193,187,18,194,17,2,5,191,192,190,188,188,189,192,192,187,187,187,187,188,186,187,188,187,191,194,72,189,193,190,195,190,86,99,194,193,193,112,193,192,192,192,192,193,188,192,189,191,192,192,191,193,193,191,193,190,190,188,188,189,189,189,191,191,193,191,193,193,191,193,193,191,192,193,190,192,190,108,188,191,189,192,190,187,90,190,195,185,95,187,190,190,194,194,188,192,189,193,192,192,191,193,193,190,189,188,195,191,194,192,190,190,191,185,189,192,192,193,189
clpA_2,7,8,53,52,52,60,11,6,10,3,60,49,10,51,51,59,49,50,51,58,43,45,42,1,42,45,42,46,48,46,49,46,9,60,15,61,48,16,51,50,49,53,9,59,59,7,63,59,61,64,58,58,59,60,58,66,12,57,50,63,64,64,9,12,4,8,18,8,17,14,52,51,54,61,58,59,59,53,14,80,59,50,57,40,36,39,39,55,52,11,58,53,10,49,68,58,60,59,53,53,8,50,58,59,59,60,60,61,57,51,189,0,8,185,183,181,182,182,51,51,60,57,62,5,61,58,174,186,183,180,185,8,46,186,5,187,189,186,60,65,59,58,57,58,52,9,31,31,34,30,30,30,29,31,33,59,9,183,49,63,49,10,60,175,184,49,51,9,179,48,50,47,49,8,47,53,46,53,54,49,50,51,51,51,5,61,59,58,60,59,56,59,59,59,51,7,50,50,51,51,50,50,59,60,61,58,6,59,183,59,51,63,62,60,58,178,58,13,60,184,58,61,49,58,55,55,55,52,8,54,56,54,57,58,57,58,58,63,53,9,63,44,44,44,64,59,50,49,51,57
